Titel,Teaser,Datum,Link,Inhalt
Schenkungssteuer: Krainer - Dominoeffekt muss verhindert werden,"ÖVP wird darstellen müssen, wie sie den Einnahmenentgang von 500 Mio. Euro abwenden will",2007-04-19T12:53:07+02:00,https://www.ots.at/presseaussendung/OTS_20070419_OTS0193/schenkungssteuer-krainer-dominoeffekt-muss-verhindert-werden,"ÖVP wird darstellen müssen, wie sie den Einnahmenentgang von 500 Mio. Euro abwenden willWien (SK) - ""Die Arbeiterkammer hat heute klar vorgerechnet, dasssich bei einer Abschaffung der Schenkungssteuer ein Einnahmenverlustvon 500 Millionen Euro für den Staat ergibt. Die ÖVP, die sichvehement für das Auslaufen der Schenkungssteuer wie bei derErbschaftssteuer ausspricht, wird sich überlegen müssen, wie siediesen Einnahmentfall verhindern will"", sagte SPÖ-Budgetsprecher JanKrainer zu den heute von der AK präsentierten Zahlen. ****Durch den ""Dominoeffekt"" würden sich Einbußen bei der Einkommens-,Grunderwerbs- und Grundsteuer ergeben. Davor warnte auch im heutigen""Kurier"" der Steuerexperte Karl-Werner Fellner. ""Die Profiteure beider Abschaffung dieser Steuer sind die gleichen wie bei der nunauslaufenden Erbschaftssteuer: Reiche, Großunternehmer,Großgrundbesitzer"", so Krainer. Krainer setzt sich hingegen für dievom Verfassungsgerichtshof vorgeschlagene Reform der Einheitswerteein, sodass die Schenkungssteuer verfassungskonform gestaltet werdenkann. (Schluss) wfRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖKrainerSchenkungssteuerChannelPolitikWirtschaft"
Hagenhofer: Menschenrechte sind auch bei Bankgeschäften einzuhalten,BAWAG diskriminiert durch Kontokündigungen,2007-04-19T12:14:16+02:00,https://www.ots.at/presseaussendung/OTS_20070419_OTS0168/hagenhofer-menschenrechte-sind-auch-bei-bankgeschaeften-einzuhalten,"BAWAG diskriminiert durch KontokündigungenWien (SK) - ""Eine österreichische Bank darf nicht Umsetzungsorgander US-Politik werden"", mahnt die Menschenrechtssprecherin der SPÖ imParlament, Marianne Hagenhofer. Anlass sind die jüngstenKonto-Kündigungen von rund 100 österreichischen KundInnen kubanischerHerkunft durch die BAWAG. Wie aus Medienberichten hervorgeht, beruftsich der BAWAG-Vorstand dabei auf das sog. ""Helms-Burton-Gesetz"", dasim Rahmen der umfassenden US-Wirtschaftssanktionen gegen KubaDarlehen, Kredite etc. an kubanische KundInnen verbietet. Durch denbevorstehenden Verkauf an den US-Fonds Cerberus müsse dieses Gesetzauch bei den Geschäftsbeziehungen der BAWAG zur Anwendung kommen.****Diese Kündigungen widersprechen dem in Österreichverfassungsrechtlich verankerten ""Verbot der rassischenDiskriminierung"", wird der Verfassungsjurist Heinz Mayer im Standardvom 14./15.4.2007 zitiert.BAWAG darf nicht Spielball von US-Interessen werdenNach neueren Meldungen sollen auch KundInnen aus Weißrussland,Iran, Irak, sowie anderen von den USA als ""Schurkenstaaten""gebrandmarkte Länder von Geschäften mit der BAWAG ausgeschlossenwerden. ""Auf diese Weise werden Menschen, die aus diesen Ländernkommen und in Österreich eine neue Heimat gefunden haben - viele vonihnen als Flüchtlinge - stellvertretend für die Politik ihrerRegierungen bestraft; sie kommen völlig unschuldig zum Handkuss"", soHagenhofer. Sie setzt volles Vertrauen in den Vorstand der BAWAG,eine menschenrechtskonforme Lösung zu finden und alle Möglichkeitenauszuloten, die betreffenden Kontokündigungen rückgängig zu machen,die österreichischen Gesetze weiterhin einzuhalten und sich nicht alsSpielball US-amerikanischer Außen- und Wirtschaftspolitikmissbrauchen zu lassen. (Schluss) ah/mpRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖHagenhoferMenschenrechteBAWAGChannelPolitik"
Swoboda: Irritationen in Serbien über angebliche Geheimverhandlungen unbegründet,"Wien (SK) - ""Die Irritationen in Serbien über angebliche Geheimverhandlungen zwischen Österreich und Serbiens Präsident Tadic sind völlig unbegründet"", meinte heute der SPÖ-Europaabgeordnete Hannes Swoboda...",2007-04-19T11:37:19+02:00,https://www.ots.at/presseaussendung/OTS_20070419_OTS0143/swoboda-irritationen-in-serbien-ueber-angebliche-geheimverhandlungen-unbegruendet,"Wien (SK) - ""Die Irritationen in Serbien über angeblicheGeheimverhandlungen zwischen Österreich und Serbiens Präsident Tadicsind völlig unbegründet"", meinte heute der SPÖ-EuropaabgeordneteHannes Swoboda in Bezug auf diesbezügliche Pressemeldungen. ""Dagegenwäre es wichtig, wenn Premierminister Kostunica rasch zu einerRegierungsbildung beitragen und eine konstruktive Rolle in diesemProzess einnehmen würde"", so Swoboda. ****""Wenn es etwas gibt, das Serbiens Position gefährdet, ist es diezögerliche und unkonstruktive Haltung des Premierministers. Er solltedie Geduld der EU nicht überstrapazieren. Weder in der Kosovofragenoch bei der Auslieferung von Mladic verhielt sich Kostunica bishersehr konstruktiv. Das muss sich rasch ändern"", fordert Swoboda.(Schluss) ah/mmRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖSwobodaEUAußenpolitikSerbienChannelPolitik"
SP-Familiensprecherin Kuntzl greift Korinek-Kritik auf Humaner Vollzug und Evaluierung des Fremdenrechts gefordert,"Wien (SK) - ""Innenminister Platter soll die Kritik von Karl Korinek ernst nehmen"", fordert die SPÖ-Familiensprecherin Andrea Kuntzl am Donnerstag. ""Deutlichere Worte als die des VfGH-Präsidenten kann man nicht...",2007-04-19T10:08:35+02:00,https://www.ots.at/presseaussendung/OTS_20070419_OTS0083/sp-familiensprecherin-kuntzl-greift-korinek-kritik-auf-humaner-vollzug-und-evaluierung-des-fremdenrechts-gefordert,"Wien (SK) - ""Innenminister Platter soll die Kritik von KarlKorinek ernst nehmen"", fordert die SPÖ-Familiensprecherin AndreaKuntzl am Donnerstag. ""Deutlichere Worte als die des VfGH-Präsidentenkann man nicht finden. Ich fordere Minister Platter eindringlich auf,dafür Sorge zu tragen, dass es in Zukunft zu keinen Härtefällen wieden bekannt gewordenen kommt"", so Kuntzl gegenüber demSPÖ-Pressedienst. ****Es sei zutiefst unmenschlich, so Kuntzl, wenn etwa Jugendliche,die in Österreich geboren wurden, hier aufgewachsen sind und vollintegriert sind, für ""illegal"" erklärt werden. Innenminister Platter,forderte Kuntzl, solle daran arbeiten, dass das Gesetz humanvollzogen werde und es gegebenenfalls evaluieren. (Schluss) gdRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖKuntzlFremdenrechtPlatterChannelPolitik"
Oberhauser: Kosten für Medikamentensicherheit werden nicht auf PatientInnen abgewälzt,"Wien (SK) - ""Die Qualitätssicherung bei Arzneimitteln ist für die PatientInnen ganz wesentlich, die Kosten dafür hat die Pharmaindustrie zu tragen"", stellte SPÖ-Gesundheitssprecherin Sabine Oberhauser am Mittwoch...",2007-04-18T17:33:56+02:00,https://www.ots.at/presseaussendung/OTS_20070418_OTS0289/oberhauser-kosten-fuer-medikamentensicherheit-werden-nicht-auf-patientinnen-abgewaelzt,"Wien (SK) - ""Die Qualitätssicherung bei Arzneimitteln ist für diePatientInnen ganz wesentlich, die Kosten dafür hat diePharmaindustrie zu tragen"", stellte SPÖ-Gesundheitssprecherin SabineOberhauser am Mittwoch gegenüber dem SPÖ-Pressedienst fest. Die SPÖkonnte in zähen Verhandlungen mit der ÖVP verhindern, dass die Kostenfür die Medikamentensicherheit in Form des sogenannten""Vigilanzcents"" auf die PatientInnen und die Sozialversicherungabgewälzt werden, so wie dies ursprünglich von der ÖVP geplant war.""Ministerin Kdolsky hat versprochen, dass es nicht ihre Intentionist, die PatientInnen zu belasten und es ist jetzt ihre Aufgabe, diessicherzustellen."" Die Abwälzung der Kosten von der Pharmaindustrieauf die PatientInnen wäre nur mit einer Verordnung der Ministerinmöglich. ""Die SPÖ geht davon aus, dass dies nicht passiert"", so dieSPÖ-Gesundheitssprecherin abschließend. **** (Schluss) slRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖOberhauserGesundheitArzneimittelChannelPolitik"
Kuntzl: Strache-Vorschlag zu Liberalisierung des Waffengesetzes völlig inakzeptabel,"Wien (SK) - Als völlig inakzeptabel bezeichnete SPÖ-Abgeordnete Andrea Kuntzl den Vorstoß von FPÖ-Chef Strache, der das Waffengesetz in Österreich nach dem Massaker in Virginia liberalisieren will. ""Strache...",2007-04-18T15:46:13+02:00,https://www.ots.at/presseaussendung/OTS_20070418_OTS0273/kuntzl-strache-vorschlag-zu-liberalisierung-des-waffengesetzes-voellig-inakzeptabel,"Wien (SK) - Als völlig inakzeptabel bezeichnete SPÖ-AbgeordneteAndrea Kuntzl den Vorstoß von FPÖ-Chef Strache, der das Waffengesetzin Österreich nach dem Massaker in Virginia liberalisieren will.""Strache will praktisch jeden Erwachsenen mit einer Schusswaffeausstatten, und glaubt damit die Sicherheit in Österreich verbessernzu können. Ein abstruserer Vorschlag als der von Strache ist mirangesichts des schrecklichen Massakers in Virginia noch nicht zuOhren gekommen. Denn genau das Gegenteil würde die Hochrüstung derGesellschaft bewirken: ""Konflikte würden dann zunehmend mitFeuerwaffen ausgetragen werden, die Anzahl der Gewaltdelikte wohldeutlich zunehmen"", so Kuntzl. Straches Vorschlag wird hoffentlich indas ""Nirwana"" der vollkommen absurden Vorschläge eingehen, schlossKuntzl. **** (Schluss) sl/mmRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖKuntzlWaffenFPÖStracheChannelPolitik"
"Grossmann zu Jugend-Budget: Positiv, nur Förderbudget hätte mehr sein können","Wien (SK) - ""Das Budget für die Jugendpolitik ist grundsätzlich positiv zu beurteilen, nur das Budget zur Jugendförderung hätte höher sein können"", sagte SPÖ-Jugendsprecherin Elisabeth Grossmann Mittwoch nach...",2007-04-18T15:44:25+02:00,https://www.ots.at/presseaussendung/OTS_20070418_OTS0270/grossmann-zu-jugend-budget-positiv-nur-foerderbudget-haette-mehr-sein-koennen,"Wien (SK) - ""Das Budget für die Jugendpolitik ist grundsätzlichpositiv zu beurteilen, nur das Budget zur Jugendförderung hätte höhersein können"", sagte SPÖ-Jugendsprecherin Elisabeth Grossmann Mittwochnach der Sitzung des parlamentarischen Familienausschusses. DieExistenzsicherung und Planungssicherheit für Jugendorganisationen seimit diesem Förderbudget leider nicht im wünschenswerten Ausmaßgegeben, so Grossmann. ""Familienministerin Kdolsky, die in diesemBereich offensichtlich zu defensiv in Verhandlungen gegangen ist,kann sich der Unterstützung der SPÖ sicher sein, wenn es um mehrMittel für die Jugendförderung geht"", kündigte Grossmann an. ****In der Vergangenheit seien immer mehr Jugendorganisationen in denKreis der förderbaren Einrichtungen aufgenommen worden, ohne dass dasGesamtvolumen der Förderungen erhöht worden ist. ""Das heißt, derKuchen ist zwar nicht größer geworden, er wurde aber in immer mehrStücke zerteilt, so dass die einzelnen Stücke immer kleiner gewordensind"", sagte Grossmann. ""Damit für unsere Jugend in Zukunft nicht nurdie Krümmel überbleiben, wird eine Novellierung desBundesjugendfördergesetzes notwendig werden"", sagte dieSPÖ-Jugendsprecherin.So sei beispielsweise die Dachorganisation der Jugendvertretungen- die Bundesjugendvertretung - mit einer Kürzung der Fördermittelkonfrontiert. ""Die Bundesjugendvertretung leistet großartige Arbeitbei der Interessenvertretung und beim Lobbying für die Jugend, wiedas professionell umgesetzte und höchst erfolgreiche Projekt""Genderize"" - ein Mentorinnen-Projekt für junge politischinteressierte Frauen - zeigt. Diese Arbeit darf durch die Kürzung vonFörderungen nicht gefährdet werden"", schloss Grossmann. (Schluss)sl/mmRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖGrossmannJugendBudgetChannelPolitik"
EU-Konflikt: Ruf der Westsahaurischen Bevölkerung nach Gerechtigkeit,Scheele: Druck auf Marokko erhöhen,2007-04-18T12:37:20+02:00,https://www.ots.at/presseaussendung/OTS_20070418_OTS0174/eu-konflikt-ruf-der-westsahaurischen-bevoelkerung-nach-gerechtigkeit,"Scheele: Druck auf Marokko erhöhenWien (SK) - ""Die Lage in den Gebieten der Westsahara verschlimmertsich ständig. Seit mehr als 30 Jahren werden wir nun von dermarokkanischen Regierung unterdrückt, auch im Jahr 2006 kam es zumassiven Menschenrechtsverletzungen in den okkupierten Gebieten unddie Repressionen von Seiten Marokkos nehmen weiter zu"", berichtetedie Vorsitzende der Organisation verschwundener Menschen in derWestsahara, Elghalia Djimi, im Rahmen einer Konferenz zum Thema""Menschenrechte und natürliche Ressourcen im Gebiet der Westsahara""im Europäischen Parlament. SPÖ-EU-Abgeordnete Karin Scheele nahm dieKonferenz zum Anlass, einen größeren Druck auf Marokko zu fordern.****""Dutzende Personen sind in den letzten Jahren verschwunden. Niemandweiß, wo sie geblieben sind. Informationen der öffentlichen Stellensind nicht zu erhalten und öffentliche Kundgebungen, die Aufklärungfordern, enden für die Demonstranten oftmals im Gefängnis"", berichtetDjimi von ihrer Arbeit. ""Seit 1991 warten wir nun auf ein damalsangekündigtes Referendum zum Status des Gebietes der Westsahara. Bisheute hat es nicht stattgefunden"", bedauert Djimi. ""Daher rufen wirdie internationale Gemeinschaft, und hier vor allem die UNO auf, zuhandeln, indem der Schutz der Bevölkerung und auch der natürlichenRessourcen sichergestellt wird und die Resolutionen endlich umgesetztwerden"", fordert Djimi.Scheele, Vorsitzende der Intergruppe Westsahara im EuropäischenParlament am Mittwoch gegenüber dem Pressedienst der SPÖ. ""Wir habenden Aufruf von Elghalia Djimi auch als Aufruf an das EuropäischeParlament und an die Europäischen Institutionen im Allgemeinenverstanden. Wir müssen unseren Druck verstärken, damit dieMenschenrechte auch in der von Marokko besetzten Westsaharaeingehalten werden. Der Bericht von UNHCR aus dem letzten Jahr zeigtdeutlich, dass noch viel Arbeit vor uns liegt"", so Scheele. (Schluss)ah/mmRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖScheeleEUAfrikaMenschenrechteChannelPolitik"
"Kuntzl: ÖVP baut für Parteitag Potemkinsches Dorf namens ""Familienpartei"" auf","Wien (SK) - Bei der ÖVP ortet SPÖ-Familiensprecherin Andrea Kuntzl punkto Familienpolitik mehr Schein statt Sein. ""Die ÖVP baut für ihren Parteitag ein Potemkinsches Dorf namens 'Familienpartei' auf. Die politische...",2007-04-18T12:05:03+02:00,https://www.ots.at/presseaussendung/OTS_20070418_OTS0150/kuntzl-oevp-baut-fuer-parteitag-potemkinsches-dorf-namens-familienpartei-auf,"Wien (SK) - Bei der ÖVP ortet SPÖ-Familiensprecherin Andrea Kuntzlpunkto Familienpolitik mehr Schein statt Sein. ""Die ÖVP baut fürihren Parteitag ein Potemkinsches Dorf namens 'Familienpartei' auf.Die politische Realität aber sieht anders aus"", so Kuntzl am Mittwochgegenüber dem SPÖ-Pressedienst, die betonte, dass die ÖVP ""inWirklichkeit schon lange keine Familienpartei mehr ist"". ****""Entgegen der Darstellungen im ÖVP-Leitantrag haben weder dieBerufstätigen, noch die Patchworkfamilien, die Alleinerziehenden oderdie Geschiedenen etwas von der ÖVP-Familienpolitik"", stellte Kuntzlfest. Diese verknöcherte Politik werde selbst von ÖVP-Berater ClausRaidl kritisiert, der gestern bei einer Diskussionsveranstaltunggemeint hatte: ""Die katholische Verlogenheit in der Familienpolitikist gigantisch.""""Da passt es ins Bild, dass die ÖVP bei der Umsetzung derfamilienpolitischen Regierungsziele ein eher schleppendes Tempo anden Tag legt und Kdolsky zunehmend Gefahr läuft, sich als bloßeAnkündigungspolitikerin zu entpuppen."" Kuntzl kritisierte etwa dieSäumigkeit, Initiativen zum Ausbau der Kinderbetreuungseinrichtungenzu setzen. ""Hier wird versucht, mit Vorschlägen bezüglichbetrieblicher Steuerzuckerln von den notwendigen Verhandlungen mitden Bundesländern abzulenken"", erinnerte Kuntzl an dendiesbezüglichen Vorstoß von Staatssekretärin Marek.""Aber auch in der Frage der Kindergeld-Reform zeigt sich die SPÖ undnicht die ÖVP als Motor und treibende Kraft"", betonte Kuntzl. ""Undein aktives Eingehen auf die verschiedensten Formen desZusammenlebens ist für mich von Seiten der ÖVP nicht zu erkennen. ImGegenteil, der Ausdruck 'Homosexuelle' kommt gar nicht vor"", soKuntzl, die abschließend feststellte: ""Die ÖVP muss noch über vieleSchatten springen, um tatsächlich eine Familienpartei zu sein.""(Schluss) upRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖKuntzlFamilienÖVPChannelPolitik"
Hubert Gorbach begehrt Urteilsveröffentlichung,"Wien (SK) - ""Im Namen der Republik!",2007-04-17T17:50:19+02:00,https://www.ots.at/presseaussendung/OTS_20070417_OTS0270/hubert-gorbach-begehrt-urteilsveroeffentlichung,"Wien (SK) - ""Im Namen der Republik!Durch die Veröffentlichung der APA-Aussendung OTS 0216 5 II 0150SPK0012 vom 8.11.2005 und den darin verbreiteten Behauptungen, derAntragsteller hätte öffentliches Eigentum an seinen ""künftigenGehaltsbezahler verkauft"", der Antragsteller hätte ""ein florierendesUnternehmen der Republik mit Grundstücken, Gebäuden, Schiffen undeinem hohen Firmenwert um einen lächerlichen Preis von 6,92 MillionenEuro 'verschleudert', obwohl alleine die Grundstücke gut und gernefünf Millionen Euro wert seien""; sowie der Antragsteller hätte ""miteiner ungeheuerlichen Kaltschnäuzigkeit zulasten der österreichischenBevölkerung seine privaten Zukunftseinkünfte eingefädelt"", wurde ineinem Medium in Bezug auf den Antragsteller der objektive Tatbestandder üblen Nachrede gemäß § 111 Abs 1 und Abs 2 hergestellt und wirddie Antragsgegnerin Sozialdemokratische Partei Österreichs (SPÖ) alsMedieninhaberin zur Bezahlung einer Entschädigung nach den §§ 6 Abs 1ff MedienG an Hubert Gorbach sowie zur Urteilsveröffentlichungverpflichtet.Landesgericht für Strafsachen WienWien, am 7.9.2006""(Schluss)Rückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖUrteilsveröffentlichungChannelPolitik"
